:START_ID(Document),:END_ID(Location),:TYPE
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Uganda,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-05-09,Zambia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Gael,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Ibero-America,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Indianapolis,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Lincoln,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Naseej,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Portugal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,SILL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,South Korea,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,UK,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Uganda,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,Vancouver,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2018-11-07,http://librariesforpeace.org/clia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Brazil,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Columbus,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Egypt,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Haiti,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Illinois,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Nigeria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Russia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-04-04,Urbana,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Armenia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Brazil,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,China,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,D.C.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Egypt,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Greensboro,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Haiti,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,U.S.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,Washington,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-10-29,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Arthur,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Chicago,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,El Salvador,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Ghana,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Inclusion,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Jamaica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Liberia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Moldova,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Naseej,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Nigeria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Ohio,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Oman,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Rebecca,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,South Korea,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Springfield,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,UK,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-10-09,Zambia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Alistair Black,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Arizona,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,China,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Oklahoma,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Seattle,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Shanghai,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Singapore,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,U.S.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Washington State,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,Zimbabwe,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2013-11-20,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Alistair Black,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Bulgaria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,China,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Illinois,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Kazakhstan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Latvia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Romania,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,Sweden,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,U.S.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,West Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2012-04-10,the Kyrgyz Republic,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Abu Dhabi,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Assam,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Bangladesh,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Barbados,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Batoma,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Brazil,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,China,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Ghana,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Japan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Kenya,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Malawi,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Nigeria,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Pakistan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Palestine,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Philippines,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Rebecca,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,South Korea,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,Sri Lanka,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2015-03-09,the Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Armenia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Bangladesh,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Chicago,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Ethiopia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Ghana,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Haiti,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Moldova,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Rebecca,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,Russia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,SILL,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2016-11-16,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Alabama,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Armenia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Bahrain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Bangladesh,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Chicago,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Claudia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Columbia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,DC,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Haiti,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Kazakhstan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Kenya,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Maryland,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Mexico,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Moldova,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Rebecca,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Romanian,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Russia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Springfield,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,Tunisia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,UK,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Minutes__Mortenson Center Advisory Committee Charge and Membership_Minutes_2017-04-26,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-05-01,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-05-01,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-05-01,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-05-01,Singapore,MENTIONS
