:START_ID(Document),:END_ID(Location),:TYPE
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Haiti,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Libraries,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Lincoln,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,UK,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2019-12-03,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Lincoln,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,UK,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-11-07,http://librariesforpeace.org/clia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Argentina,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2018-05-09,Uganda,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Alistair Black,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,D.C.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Indonesia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Mortenson Center,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Namibia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Nepal,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Singapore,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,U.S.,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,Washington,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-12-07,West Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-04-26,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-04-26,Russia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2016-11-16,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2016-11-16,Moldova,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2016-11-16,Russia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-04-10,Latvia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2012-04-10,Romania,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Canada,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Colombia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Costa Rica,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Liberia,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Moldova,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Peru,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Qatar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Sierra Leone,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,Spain,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2017-10-09,US,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,Bhutan,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,China,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,India,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,Myanmar,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,New Projects,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,Romania,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,South Africa,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,Wisconsin,MENTIONS
Mortenson Center Advisory Committee Charge and Membership__Agendas__Mortenson Center Advisory Committee Charge and Membership_Agendas_2013-11-20,Zimbabwe,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2020-05-13,Ithica,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2020-11-11,China,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2021-12-08,Belinda,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2021-12-08,Ithaka,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2016-03-09,Denver,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2016-03-09,Oak Street,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2016-09-14,Arlington,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2016-09-14,Virginia,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2019-01-09,Calgary,MENTIONS
Library Assessment Committee__Minutes__Library Assessment Committee_Minutes_2019-01-09,Minnesota,MENTIONS
